Date,Open,High,Low,Close,Adj Close,Volume,RSI
2024-02-19,0.556921,0.5673,0.555083,0.562597,0.562597,1108245167,76.42083548220732
2024-02-20,0.56259,0.574464,0.546572,0.562922,0.562922,1777533547,77.28066944342132
2024-02-21,0.562879,0.562879,0.534423,0.549004,0.549004,1336498049,65.83963800253687
2024-02-22,0.549002,0.550962,0.5378,0.540914,0.540914,1169167859,61.13187805351403
2024-02-23,0.540873,0.543294,0.52671,0.534534,0.534534,1098846027,53.74948187213925
2024-02-24,0.534536,0.547707,0.531911,0.545118,0.545118,706533507,58.60520753109279
2024-02-25,0.545114,0.5484,0.542346,0.542425,0.542425,702442509,56.65485644471597
2024-02-26,0.542436,0.552444,0.529233,0.551405,0.551405,1154518101,57.74483492401267
2024-02-27,0.551405,0.596065,0.54817,0.586258,0.586258,2360919082,69.97716820721638
2024-02-28,0.586252,0.605205,0.543688,0.575811,0.575811,3080912384,62.41916422112153
2024-02-29,0.575784,0.624383,0.569154,0.586325,0.586325,3647028817,58.61640370245806
2024-03-01,0.586243,0.603188,0.584006,0.60189,0.60189,1739419651,62.29901288182557
2024-03-02,0.601917,0.649514,0.600777,0.644851,0.644851,2956033334,76.67241505215677
2024-03-03,0.644846,0.644846,0.60247,0.627072,0.627072,2060336711,68.5845653475154
2024-03-04,0.627168,0.664181,0.621605,0.650133,0.650133,3629204334,71.23114237205917
2024-03-05,0.649815,0.66851,0.550235,0.592901,0.592901,5014326043,55.69819468784332
2024-03-06,0.59288,0.622897,0.576444,0.612253,0.612253,2755184860,61.77860710414875
2024-03-07,0.612266,0.639719,0.60837,0.628624,0.628624,2529220366,65.84517219949996
2024-03-08,0.628608,0.634283,0.604844,0.621955,0.621955,2164877115,65.77648965390296
2024-03-09,0.621954,0.633323,0.618734,0.621805,0.621805,1571098762,64.38095166656043
2024-03-10,0.621805,0.628317,0.598536,0.608432,0.608432,1510773123,61.9014305444868
2024-03-11,0.608416,0.742126,0.593283,0.718036,0.718036,6790039283,72.04516168295271
2024-03-12,0.718036,0.730549,0.665949,0.688209,0.688209,4163275980,63.669835480886555
2024-03-13,0.688212,0.702093,0.672702,0.69095,0.69095,2398788495,65.7638712044666
2024-03-14,0.690955,0.704807,0.643818,0.669967,0.669967,3428582152,61.13243608718337
2024-03-15,0.669961,0.674156,0.602588,0.633737,0.633737,3656774483,54.017707331965795
2024-03-16,0.633732,0.643149,0.594735,0.60306,0.60306,2237388470,44.55915781579956
2024-03-17,0.60306,0.62436,0.589598,0.619232,0.619232,1826991062,48.9750079750655
2024-03-18,0.619232,0.664227,0.595758,0.647565,0.647565,2767146303,49.66882805366843
2024-03-19,0.647566,0.647566,0.572941,0.584441,0.584441,3571952543,48.925321260346635
2024-03-20,0.584441,0.618566,0.570874,0.612162,0.612162,2741181693,49.98868088811493
2024-03-21,0.612168,0.653521,0.599408,0.640691,0.640691,2809003717,51.45689911212099
2024-03-22,0.640695,0.644345,0.600405,0.610949,0.610949,2053036282,48.7413255993742
2024-03-23,0.610948,0.632407,0.60578,0.617596,0.617596,1160450696,49.52569624275698
2024-03-24,0.617608,0.635601,0.614912,0.63295,0.63295,1230486578,52.75060356665261
2024-03-25,0.632953,0.659296,0.627339,0.641034,0.641034,2044948880,38.81318208760939
2024-03-26,0.641034,0.652814,0.627026,0.632253,0.632253,1799059517,41.341243756150995
2024-03-27,0.632253,0.634468,0.608322,0.611964,0.611964,1989187555,38.40712017048956
2024-03-28,0.611949,0.636447,0.604837,0.624554,0.624554,1783253508,43.16631203859479
2024-03-29,0.62457,0.643995,0.61047,0.63075,0.63075,1874392966,49.50585463821678
2024-03-30,0.630753,0.636456,0.618905,0.621836,0.621836,1042947263,53.3471669590268
2024-03-31,0.621836,0.629763,0.621214,0.629225,0.629225,756039151,51.83902419274696
2024-04-01,0.629225,0.632036,0.5973,0.611258,0.611258,1772433656,43.05333930286577
2024-04-02,0.611258,0.617738,0.580485,0.585466,0.585466,2172750437,50.22879974999444
2024-04-03,0.585461,0.592831,0.568095,0.574917,0.574917,1649286699,40.995924051000145
2024-04-04,0.574892,0.61378,0.56357,0.593656,0.593656,2190487090,38.064182142077726
2024-04-05,0.593656,0.593698,0.570316,0.587523,0.587523,1534570775,43.24603284435835
2024-04-06,0.587523,0.598191,0.586294,0.59334,0.59334,871610029,42.97310451116491
2024-04-07,0.593341,0.601742,0.590472,0.594834,0.594834,924956309,37.993750551236644
2024-04-08,0.594835,0.626039,0.589103,0.61549,0.61549,2016910258,42.54433586681143
2024-04-09,0.61549,0.641258,0.602452,0.613817,0.613817,2423935496,44.38604611505621
2024-04-10,0.613826,0.619697,0.598688,0.617561,0.617561,2345474173,51.89532214042385
2024-04-11,0.617559,0.620889,0.603658,0.60888,0.60888,1218887360,44.54794634906497
2024-04-12,0.60888,0.615305,0.518316,0.548414,0.548414,2872824835,29.20955083983958
2024-04-13,0.548412,0.548838,0.433634,0.480819,0.480819,3957442555,22.532188005220192
2024-04-14,0.480819,0.507459,0.466818,0.504258,0.504258,2824792033,27.090872426625594
2024-04-15,0.50425,0.519065,0.483486,0.497731,0.497731,2356318423,28.27691777807543
2024-04-16,0.497729,0.50099,0.479265,0.496695,0.496695,1913160798,31.236234353136126
2024-04-17,0.496699,0.50658,0.474798,0.494841,0.494841,1791966493,32.42822158048574
2024-04-18,0.49484,0.504754,0.486951,0.502983,0.502983,1420648263,29.132317946027058
2024-04-19,0.502983,0.510698,0.469007,0.503786,0.503786,2145715371,30.24390474078338
2024-04-20,0.503786,0.529886,0.499478,0.529293,0.529293,1237297114,36.17394232720398
2024-04-21,0.529292,0.53661,0.520443,0.52468,0.52468,896875433,35.05682980028631
2024-04-22,0.524676,0.56913,0.523283,0.556833,0.556833,1671344072,38.0891269651103
2024-04-23,0.556829,0.557187,0.543006,0.545159,0.545159,1351313210,36.60248054512673
2024-04-24,0.545155,0.55162,0.522069,0.527404,0.527404,1534036870,33.31939536346647
2024-04-25,0.527408,0.532256,0.514169,0.525512,0.525512,1286617507,34.17800315802259
2024-04-26,0.525514,0.535511,0.516151,0.526112,0.526112,1158982887,44.52281546244906
2024-04-27,0.526111,0.526211,0.510423,0.517775,0.517775,753955067,62.80242773605297
2024-04-28,0.517775,0.524626,0.509455,0.510377,0.510377,580872466,52.38481265248536
2024-04-29,0.510375,0.517128,0.499647,0.515432,0.515432,1143210748,56.97884386408977
2024-04-30,0.515434,0.51923,0.490493,0.500065,0.500065,1347490379,51.19376549769748
2024-05-01,0.500062,0.520168,0.480208,0.517,0.517,1720060134,57.09174235587048
2024-05-02,0.516997,0.524335,0.506693,0.518329,0.518329,1118497654,55.135258134896745
2024-05-03,0.518329,0.536513,0.515194,0.531894,0.531894,1138445190,58.665680108521386
2024-05-04,0.531893,0.540141,0.528089,0.530405,0.530405,686389982,50.402426137432876
2024-05-05,0.530405,0.533186,0.524791,0.529784,0.529784,535784827,51.90206454498024
2024-05-06,0.529789,0.568881,0.52661,0.540547,0.540547,1774389100,42.77974818230182
2024-05-07,0.540548,0.543842,0.522961,0.524744,0.524744,1132990207,41.26885013129871
2024-05-08,0.524744,0.52906,0.515715,0.51723,0.51723,1122168971,45.230997112536095
2024-05-09,0.517224,0.52327,0.509925,0.521029,0.521029,978009518,47.93552843656458
2024-05-10,0.521031,0.521059,0.498796,0.502338,0.502338,1100350623,40.615476923562724
2024-05-11,0.502338,0.507303,0.50113,0.505975,0.505975,447992708,45.162586294541086
2024-05-12,0.505976,0.508588,0.497447,0.499475,0.499475,397026846,45.49757161264745
2024-05-13,0.499475,0.511674,0.487919,0.504902,0.504902,991525778,45.66452569169958
2024-05-14,0.504902,0.511356,0.497828,0.499887,0.499887,1077455413,49.91988333573385
2024-05-15,0.499889,0.519621,0.49745,0.519004,0.519004,1118098628,50.8846119890527
2024-05-16,0.519012,0.521331,0.513104,0.515698,0.515698,1152212983,48.858538617057256
2024-05-17,0.515699,0.52887,0.513998,0.523804,0.523804,1015239692,46.31562648012536
2024-05-18,0.523804,0.525628,0.51952,0.52139,0.52139,496850725,45.92866239736978
2024-05-19,0.521391,0.523537,0.507457,0.509661,0.509661,562911149,41.740750773676126
2024-05-20,0.509661,0.537333,0.507496,0.537333,0.537333,1401702874,48.84163483024578
2024-05-21,0.537327,0.556118,0.53223,0.536983,0.536983,1977024521,54.96402410830894
2024-05-22,0.536983,0.537688,0.523692,0.52651,0.52651,1205640257,53.67565512215219
2024-05-23,0.52651,0.539207,0.509391,0.528286,0.528286,2188558788,52.92119182372218
2024-05-24,0.528286,0.53673,0.517872,0.535753,0.535753,1232280845,64.78683765676311
2024-05-25,0.535749,0.542319,0.533508,0.541809,0.541809,652679509,65.52492028282273
2024-05-26,0.541808,0.541835,0.526602,0.528211,0.528211,579619779,61.728405139340126
2024-05-27,0.528211,0.53993,0.523769,0.533772,0.533772,1013292526,61.770221787345115
2024-05-28,0.533772,0.534572,0.521592,0.528235,0.528235,1141481357,61.508419804809925
2024-05-29,0.528234,0.532094,0.520096,0.523248,0.523248,1184420624,51.94621762418374
2024-05-30,0.523249,0.527337,0.513637,0.518861,0.518861,1329469469,51.43625185037191
2024-05-31,0.518861,0.524082,0.512682,0.5178,0.5178,1220311836,47.087359801296216
2024-06-01,0.5178,0.521261,0.517507,0.518313,0.518313,559721132,48.479247185347
2024-06-02,0.518313,0.519414,0.509287,0.513482,0.513482,738754247,52.02664714805501
2024-06-03,0.513476,0.522483,0.513034,0.5201,0.5201,1098641926,38.2312367684218
2024-06-04,0.5201,0.530039,0.518519,0.525765,0.525765,1165207605,42.85750668534321
2024-06-05,0.525765,0.530664,0.524651,0.525711,0.525711,1154026310,49.41345744446566
2024-06-06,0.525706,0.527604,0.517547,0.521578,0.521578,1194300808,45.24039280240674
2024-06-07,0.521576,0.527467,0.463601,0.498951,0.498951,2462659926,28.510533937497073
2024-06-08,0.498946,0.500502,0.491344,0.493145,0.493145,825177679,21.500855021199897
2024-06-09,0.493137,0.499029,0.4918,0.498583,0.498583,635952948,30.81535393302083
2024-06-10,0.498602,0.505166,0.494092,0.496628,0.496628,1117710952,24.77041786665218
2024-06-11,0.496627,0.496648,0.472648,0.48032,0.48032,1517249424,21.608617849566883
2024-06-12,0.480303,0.497532,0.475139,0.49154,0.49154,1255729794,32.504193519908156
2024-06-13,0.491558,0.491558,0.476326,0.477005,0.477005,1048059804,29.23067762296057
2024-06-14,0.476979,0.480752,0.464685,0.474275,0.474275,1220484176,28.754405318598472
2024-06-15,0.474274,0.503859,0.474227,0.490691,0.490691,770448137,38.32899540292048
2024-06-16,0.490695,0.498627,0.488062,0.488832,0.488832,692035447,39.31642453451683
2024-06-17,0.488814,0.519142,0.484668,0.50516,0.50516,2028523218,44.027535698866295
2024-06-18,0.505049,0.507803,0.477283,0.490948,0.490948,2024283447,36.97173348500609
2024-06-19,0.490946,0.499169,0.487991,0.493241,0.493241,1001252678,38.05019873399085
2024-06-20,0.493241,0.501286,0.488716,0.488716,0.488716,1106889108,37.94072747555999
2024-06-21,0.488712,0.494884,0.480028,0.488956,0.488956,1131886818,45.611030606419895
2024-06-22,0.488946,0.489342,0.484242,0.486621,0.486621,455648980,47.045129264271615
2024-06-23,0.486594,0.488848,0.478104,0.479489,0.479489,500633866,41.48258511169795
2024-06-24,0.479499,0.481298,0.463597,0.474143,0.474143,1322556294,40.264463668718975
2024-06-25,0.474115,0.479546,0.473038,0.475685,0.475685,856021183,47.69890679455482
2024-06-26,0.475691,0.477817,0.46621,0.4696,0.4696,886063357,38.52246332838106
2024-06-27,0.469567,0.476453,0.465692,0.474655,0.474655,840598295,48.63527608074519
2024-06-28,0.47465,0.480172,0.470267,0.470885,0.470885,937124567,48.05480961233905
2024-06-29,0.470977,0.476143,0.470915,0.471994,0.471994,402714114,36.98542412050513
2024-06-30,0.471979,0.477326,0.469997,0.475483,0.475483,465426276,40.91422659642534
2024-07-01,0.475472,0.482822,0.475074,0.476641,0.476641,813551774,25.537389991593884
2024-07-02,0.476625,0.487725,0.475913,0.48452,0.48452,844534843,43.81423457407908
2024-07-03,0.484535,0.486022,0.46259,0.46676,0.46676,1275422799,30.36262513904343
2024-07-04,0.466737,0.469004,0.432925,0.433574,0.433574,1521233429,21.30591345253214
2024-07-05,0.433448,0.433448,0.391139,0.425492,0.425492,2152542241,19.467323531675788
2024-07-06,0.425485,0.449482,0.424186,0.449053,0.449053,723560145,34.99129072982085
2024-07-07,0.449048,0.449048,0.418823,0.419823,0.419823,758268409,29.74017330834218
2024-07-08,0.419803,0.442062,0.40467,0.43148,0.43148,1537507458,36.10895853818953
2024-07-09,0.43143,0.437426,0.42795,0.435916,0.435916,986003310,37.290757204855005
2024-07-10,0.435848,0.442404,0.43175,0.439038,0.439038,967522144,40.04456200242353
2024-07-11,0.439051,0.452819,0.437115,0.449041,0.449041,1102016670,41.91691596925059
2024-07-12,0.449037,0.477413,0.445219,0.47473,0.47473,1596389224,51.06591779819362
2024-07-13,0.47472,0.563579,0.474401,0.526329,0.526329,2857057880,61.76841339218804
2024-07-14,0.526201,0.539605,0.514806,0.522863,0.522863,1570275472,60.26305300916699
2024-07-15,0.522734,0.539384,0.521159,0.537878,0.537878,1760362204,62.513435641743456
2024-07-16,0.537753,0.592527,0.534284,0.579376,0.579376,3380662320,67.04179602161663
2024-07-17,0.579373,0.636644,0.579373,0.626486,0.626486,3708255186,75.95870685900393
2024-07-18,0.626589,0.635987,0.560432,0.569574,0.569574,2986711547,70.52024865713078
2024-07-19,0.569608,0.586012,0.542638,0.573752,0.573752,2340175055,72.63677338186616
2024-07-20,0.573729,0.603782,0.571832,0.594651,0.594651,1538358691,72.41251916481433
2024-07-21,0.594653,0.607188,0.575616,0.597467,0.597467,1489477305,79.7660857908847
2024-07-22,0.59748,0.622663,0.586667,0.607637,0.607637,2052124201,79.66475028038516
2024-07-23,0.607637,0.616576,0.584276,0.597457,0.597457,1657693155,76.687140888861
2024-07-24,0.59746,0.632155,0.592577,0.618843,0.618843,1933084899,78.01390373331755
2024-07-25,0.618852,0.623824,0.586939,0.599816,0.599816,2306853709,72.8485050538726
2024-07-26,0.599814,0.608454,0.587459,0.604068,0.604068,1385845116,70.9618551220714
2024-07-27,0.604069,0.608871,0.586704,0.596795,0.596795,1007994247,63.33663913514166
2024-07-28,0.596795,0.612916,0.592157,0.601947,0.601947,916029262,64.87279401808416
2024-07-29,0.601944,0.611412,0.593301,0.602086,0.602086,1178431461,62.79084592337605
2024-07-30,0.602084,0.634965,0.596157,0.627877,0.627877,2197505659,60.306861890898276
2024-07-31,0.627861,0.657911,0.623762,0.623939,0.623939,2419022403,49.33710888903927
2024-08-01,0.623934,0.629433,0.571884,0.596464,0.596464,1990603913,58.26489463719293
2024-08-02,0.596463,0.596466,0.549636,0.560771,0.560771,1884164485,46.65767208573003
2024-08-03,0.560771,0.576546,0.542472,0.556391,0.556391,1325726393,39.2329686163267
2024-08-04,0.55639,0.558306,0.516428,0.523396,0.523396,1209933394,32.18170708825075
2024-08-05,0.523396,0.525283,0.433492,0.489466,0.489466,4193893853,24.489337725755718
2024-08-06,0.489458,0.518503,0.489296,0.505697,0.505697,1747524592,30.69527311896728
2024-08-07,0.505691,0.640819,0.49423,0.60081,0.60081,4286385926,47.1044256540854
2024-08-08,0.600849,0.641619,0.580908,0.617577,0.617577,3502679662,52.87274891711874
2024-08-09,0.61758,0.623707,0.569023,0.581153,0.581153,2024450473,46.64299254909889
2024-08-10,0.581151,0.601367,0.579598,0.585579,0.585579,1134054567,48.34305400438465
2024-08-11,0.585586,0.593077,0.547541,0.552932,0.552932,1202704291,43.30302856408952
2024-08-12,0.552931,0.579069,0.552163,0.568768,0.568768,1479740403,45.63496014631361
2024-08-13,0.568768,0.583113,0.563872,0.576399,0.576399,1245896255,42.918846943211015
2024-08-14,0.576408,0.581889,0.566226,0.569192,0.569192,1138569808,42.536298073645895
2024-08-15,0.569191,0.573873,0.552453,0.560955,0.560955,1163264081,44.891041301576614
2024-08-16,0.560957,0.570269,0.554828,0.564516,0.564516,1021214646,50.59371878814781
2024-08-17,0.564514,0.57054,0.562127,0.566319,0.566319,481701399,51.58691593565382
2024-08-18,0.566324,0.578752,0.563856,0.563875,0.563875,633645481,57.17059275766412
2024-08-19,0.563846,0.603718,0.562735,0.600221,0.600221,1376428800,69.45302153699157
